,Type,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
1821,Camry,Toyota,Automatic,Gulf Arabic,Full,2018,2.5,42000,95000
1822,Durango,Dodge,Automatic,Other,Semi Full,2012,5.7,315,20000
1824,LS,Lexus,Automatic,Saudi,Full,2008,4.6,130000,75000
1826,Azkarra,Geely,Automatic,Saudi,Full,2021,1.5,20000,78000
1828,Avalon,Toyota,Automatic,Saudi,Full,2017,3.5,180000,95000
1829,RX,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,176700,130000
1831,Pathfinder,Nissan,Automatic,Saudi,Semi Full,2001,2.7,546473,14000
1832,Yukon,GMC,Automatic,Saudi,Standard,2018,5.3,82011,146500
1834,Caprice,Chevrolet,Automatic,Saudi,Full,2013,6.0,190000,50000
1837,Innova,Toyota,Automatic,Saudi,Standard,2014,2.7,123000,33000
1839,GL,Mercedes,Automatic,Saudi,Full,2012,4.8,106000,71000
1840,Furniture,Toyota,Automatic,Saudi,Full,2008,4.0,288000,36000
1842,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,45370,49000
1844,Veloster,Hyundai,Automatic,Saudi,Full,2013,2.0,248000,25000
1845,L200,Mitsubishi,Manual,Saudi,Standard,2020,2.5,197,71000
1846,Datsun,Nissan,Manual,Saudi,Standard,2015,2.7,77000,45000
1848,6,Mazda,Automatic,Gulf Arabic,Standard,2016,2.0,196000,50000
1849,City,Honda,Automatic,Gulf Arabic,Full,2016,4.0,51000,43000
1854,Victoria,Ford,Automatic,Saudi,Standard,2006,4.6,320000,19500
1856,Sonata,Hyundai,Automatic,Saudi,Full,2017,2.4,69000,51000
1857,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,90000,27000
1858,Marquis,Ford,Automatic,Other,Standard,2007,4.6,260000,18000
1859,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,73567,36500
1860,Elantra,Hyundai,Automatic,Saudi,Standard,2017,2.0,86000,34000
1864,S,Mercedes,Automatic,Other,Semi Full,2005,5.0,350000,20000
1865,Explorer,Ford,Automatic,Gulf Arabic,Full,2016,3.5,127000,88000
1867,Camry,Toyota,Automatic,Saudi,Standard,2014,2.5,542966,22000
1870,FJ,Toyota,Automatic,Saudi,Full,2017,4.0,265000,110000
1872,Land Cruiser,Toyota,Manual,Saudi,Standard,2006,4.5,86000,90000
1873,Hiace,Toyota,Manual,Saudi,Standard,2016,2.7,331000,62000
1875,Tahoe,Chevrolet,Automatic,Saudi,Standard,2011,5.3,250000,40000
1877,Cerato,Kia,Automatic,Saudi,Standard,2017,1.6,20000,41000
1878,Taurus,Ford,Automatic,Other,Semi Full,2016,3.5,108000,79000
1880,Sentra,Nissan,Automatic,Saudi,Standard,2017,1.6,50700,37000
1881,Yaris,Toyota,Automatic,Saudi,Standard,2017,1.5,12500,32000
1883,Rio,Kia,Manual,Saudi,Standard,2011,1.4,218000,11500
1884,Yaris,Toyota,Automatic,Saudi,Standard,2016,1.5,119000,32000
1885,Symbol,Renault,Automatic,Saudi,Standard,2016,1.6,173000,16000
1886,Sonata,Hyundai,Automatic,Saudi,Standard,2018,2.4,161796,54500
1888,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,89685,34500
1889,Q,Others,Automatic,Saudi,Full,2019,3.5,5000,90500
1891,Sierra,GMC,Automatic,Saudi,Full,2021,8.0,2800,180000
1892,Optima,Kia,Automatic,Saudi,Standard,2015,2.0,72000,43000
1895,Yukon,GMC,Automatic,Saudi,Standard,2017,4.0,107,125000
1897,Accent,Hyundai,Automatic,Saudi,Standard,2015,1.4,181802,25500
1898,3,Mazda,Automatic,Saudi,Standard,2018,1.8,23000,55000
1900,Tahoe,Chevrolet,Automatic,Saudi,Standard,2013,5.3,300000,48000
1905,Yukon,GMC,Automatic,Saudi,Full,2001,5.3,28000,15000
1906,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,200000,42000
1907,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,73000,45000
1908,Cadenza,Kia,Automatic,Saudi,Standard,2017,3.3,83000,50000
1909,Innova,Toyota,Automatic,Saudi,Standard,2008,2.7,90000,20000
1910,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2017,1.0,95000,130000
1912,Taurus,Ford,Automatic,Saudi,Standard,2018,2.0,71000,65000
1914,Ertiga,Others,Automatic,Saudi,Semi Full,2015,1.8,168000,22000
1916,Hilux,Toyota,Manual,Saudi,Full,2016,2.7,320000,65000
1917,Cerato,Kia,Automatic,Saudi,Semi Full,2016,1.6,112000,30000
1918,Sorento,Kia,Automatic,Saudi,Semi Full,2015,6.0,171000,45000
1920,S,Mercedes,Automatic,Saudi,Full,2008,1.0,190,65000
1927,Cerato,Kia,Automatic,Saudi,Standard,2017,1.6,132700,29000
1928,Yukon,GMC,Automatic,Saudi,Standard,2008,5.3,235000,40000
1929,Prado,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,58000,151000
1930,RX5,MG,Automatic,Saudi,Full,2020,2.0,4500,65000
1931,Optima,Kia,Automatic,Gulf Arabic,Full,2015,2.4,79680,49000
1933,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,87537,26800
1935,Envoy,GMC,Automatic,Other,Standard,2009,4.2,242000,14250
1937,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,131000,35000
1938,Sentra,Nissan,Automatic,Saudi,Semi Full,2014,1.4,165000,18500
1940,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,120,55000
1941,Pilot,Honda,Automatic,Other,Semi Full,2005,6.0,4130,15000
1943,RX,Lexus,Automatic,Saudi,Full,2016,3.5,121000,130000
1944,CT6,Cadillac,Automatic,Saudi,Full,2018,3.6,27000,150000
1945,Picanto,Kia,Manual,Saudi,Standard,2010,1.0,200000,10000
1947,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109746,34000
1950,Hilux,Toyota,Manual,Saudi,Standard,2008,2.7,533399,35000
1951,Elantra,Hyundai,Manual,Saudi,Standard,2011,2.0,300000,13000
1953,Sportage,Kia,Automatic,Saudi,Semi Full,2018,2.0,128000,60000
1956,X,BMW,Automatic,Other,Full,2011,3.0,290,48000
1958,Hilux,Toyota,Manual,Saudi,Full,2018,2.7,35000,85000
1959,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,183000,27000
1961,Corolla,Toyota,Automatic,Saudi,Standard,2015,1.6,36000,45000
1962,Senta fe,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,62000,55000
1964,Patrol,Nissan,Automatic,Saudi,Full,2014,5.6,106000,135000
1966,Cruze,Chevrolet,Automatic,Saudi,Semi Full,2017,1.8,101000,30000
1969,Elantra,Hyundai,Automatic,Saudi,Full,2015,2.0,270000,27000
1970,F150,Ford,Automatic,Saudi,Full,2014,3.2,200000,58000
1975,Grand Cherokee,Jeep,Automatic,Saudi,Full,2014,5.8,270000,60000
1976,Sierra,GMC,Automatic,Saudi,Full,2015,5.3,272,70000
1977,ES,Lexus,Automatic,Saudi,Full,2013,3.6,137000,90000
1978,Land Cruiser,Toyota,Manual,Gulf Arabic,Semi Full,2007,4.6,315,60000
1979,Other,Mitsubishi,Manual,Saudi,Standard,2006,2.5,140000,45000
1980,C300,Chrysler,Automatic,Other,Full,2016,3.5,83000,86000
1981,Prado,Toyota,Automatic,Saudi,Semi Full,2018,4.0,131000,137000
1982,Azera,Hyundai,Automatic,Saudi,Full,2018,3.5,44000,96000
1983,Taurus,Ford,Automatic,Saudi,Standard,2019,2.0,60000,78000
1984,Yaris,Toyota,Automatic,Saudi,Standard,2019,1.5,61000,38000
1985,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109000,31000
1989,Camry,Toyota,Automatic,Unknown,Full,2020,2.5,10616,104500
1990,Altima,Nissan,Automatic,Gulf Arabic,Semi Full,2018,2.5,48096,68000
1992,Escalade,Cadillac,Automatic,Other,Full,2010,6.2,194000,37000
1993,Silverado,Chevrolet,Automatic,Saudi,Standard,2018,5.3,57000,89000
1994,Suburban,Chevrolet,Automatic,Saudi,Semi Full,2011,8.0,399,37000
1995,Camry,Toyota,Automatic,Saudi,Full,2017,2.5,31000,75000
1996,Expedition,Ford,Automatic,Saudi,Semi Full,2012,5.4,177078,51000
1997,Tiggo,Others,Automatic,Saudi,Standard,2021,1.5,4175,42500
1998,Land Cruiser,Toyota,Automatic,Saudi,Full,2007,4.8,514,60000
2000,Q,Others,Automatic,Saudi,Full,2020,3.7,2000,155000
2001,Hilux,Toyota,Manual,Gulf Arabic,Full,2016,2.7,220000,68000
2002,Hilux,Toyota,Automatic,Saudi,Full,2020,2.7,22000,120000
2004,G80,Genesis,Automatic,Saudi,Full,2019,3.0,52000,130000
2005,Odyssey,Honda,Automatic,Saudi,Full,2010,3.5,260000,33000
2006,Furniture,Toyota,Automatic,Saudi,Semi Full,2017,2.7,400000,60000
2007,Malibu,Chevrolet,Automatic,Gulf Arabic,Standard,2017,2.4,117000,45000
2009,Hilux,Toyota,Manual,Saudi,Semi Full,2018,2.7,111362,64500
2011,Caprice,Chevrolet,Automatic,Saudi,Standard,2016,6.0,230000,75000
2012,Tucson,Hyundai,Automatic,Saudi,Standard,2016,2.0,155000,45000
2013,Odyssey,Honda,Automatic,Saudi,Semi Full,2020,3.5,1300,165000
2014,C,Mercedes,Automatic,Saudi,Full,2017,2.5,118000,119000
2016,Accent,Hyundai,Automatic,Saudi,Full,2020,1.6,34000,56000
2021,Q5,Audi,Automatic,Saudi,Standard,2018,2.5,17000,138000
2022,Seven,Changan,Automatic,Saudi,Standard,2020,1.5,37644,27500
2023,Explorer,Ford,Automatic,Gulf Arabic,Full,2016,3.5,53000,113000
2025,Camry,Toyota,Automatic,Saudi,Standard,2016,2.5,136111,53500
2026,Spark,Chevrolet,Automatic,Saudi,Semi Full,2019,1.4,58000,26000
2028,Pajero,Mitsubishi,Automatic,Saudi,Standard,2019,3.5,8968,81500
2029,CS35,Changan,Automatic,Saudi,Full,2021,1.6,2400,51000
2033,Cerato,Kia,Automatic,Saudi,Standard,2014,1.6,155000,21000
2034,Accord,Honda,Automatic,Saudi,Standard,2012,5.0,300000,30000
2035,Accent,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,114969,30000
2036,Marquis,Ford,Automatic,Other,Full,2009,4.6,274000,35500
2037,Elantra,Hyundai,Automatic,Saudi,Standard,2018,1.6,120377,42000
2039,Hilux,Toyota,Automatic,Gulf Arabic,Full,2019,2.7,32595,105000
2040,Yaris,Toyota,Automatic,Saudi,Standard,2016,1.5,190000,26000
2041,Edge,Ford,Automatic,Other,Semi Full,2010,3.5,187200,25000
2042,CX9,Mazda,Automatic,Saudi,Full,2020,2.5,21367,148500
2043,Pathfinder,Nissan,Automatic,Saudi,Standard,2007,3.5,111,30000
2044,Azkarra,Geely,Automatic,Saudi,Full,2021,1.5,23000,75000
2045,Yaris,Toyota,Automatic,Saudi,Standard,2017,1.3,137200,32000
2046,Flex,Ford,Automatic,Other,Standard,2016,3.5,183000,60000
2047,Hilux,Toyota,Automatic,Saudi,Semi Full,2016,2.7,162500,84000
2048,E,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,114000,106000
2055,Tahoe,Chevrolet,Automatic,Saudi,Standard,2011,5.3,304000,50000
2057,Tucson,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,22000,80000
2058,Tahoe,Chevrolet,Automatic,Saudi,Standard,2016,5.3,124000,120000
2059,Expedition,Ford,Automatic,Saudi,Semi Full,2014,5.4,140000,36000
2060,Hilux,Toyota,Automatic,Saudi,Semi Full,2016,2.7,211000,66000
2061,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,128000,32000
2062,Veloster,Hyundai,Automatic,Saudi,Full,2013,2.0,149675,25000
2063,A4,Audi,Automatic,Gulf Arabic,Full,2009,1.8,223000,27000
2064,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,92000,130000
2065,Yukon,GMC,Automatic,Saudi,Semi Full,2011,5.3,223,40000
2066,Camry,Toyota,Automatic,Saudi,Full,2017,2.5,135000,73000
2068,Azera,Hyundai,Automatic,Saudi,Standard,2017,3.0,107154,61000
2070,Charger,Dodge,Automatic,Saudi,Full,2013,5.7,216841,40000
2071,Land Cruiser,Toyota,Manual,Saudi,Standard,2002,1.1,325605,30000
2072,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,79000,36000
2074,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,197990,30000
2075,XJ,Others,Automatic,Saudi,Full,2016,3.0,38000,155000
2076,A3,Audi,Automatic,Saudi,Semi Full,2020,1.4,6000,105000
2078,Acadia,GMC,Automatic,Gulf Arabic,Full,2012,3.6,220000,40000
2079,Optima,Kia,Manual,Saudi,Standard,2015,2.4,104000,25000
2080,Avalon,Toyota,Automatic,Saudi,Semi Full,2016,3.5,86000,87000
2081,Furniture,Toyota,Automatic,Saudi,Full,2014,2.7,400000,50000
2083,Land Cruiser Pickup,Toyota,Manual,Gulf Arabic,Full,2021,4.0,1519,175000
2085,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,130000,32000
2086,Impala,Chevrolet,Automatic,Saudi,Standard,2016,3.5,91000,55000
2087,Furniture,Toyota,Automatic,Saudi,Semi Full,2020,4.0,55000,123000
2088,Land Cruiser 70,Toyota,Manual,Saudi,Semi Full,2012,4.0,327193,75000
2089,Sunny,Nissan,Automatic,Gulf Arabic,Standard,2016,1.5,156103,23000
2090,Acadia,GMC,Automatic,Saudi,Semi Full,2016,3.6,106000,75000
2091,Sentra,Nissan,Automatic,Saudi,Semi Full,2018,1.6,78000,38000
2092,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,143021,30000
2093,Accord,Honda,Automatic,Saudi,Full,2018,1.5,39000,72000
2094,Hilux,Toyota,Manual,Saudi,Standard,2011,1.4,300000,20000
2095,Wrangler,Jeep,Automatic,Saudi,Full,2018,3.0,70000,108000
2097,Yukon,GMC,Automatic,Saudi,Semi Full,2007,5.0,303000,36000
2098,VTC,Nissan,Manual,Saudi,Standard,2009,4.0,54000,42000
2099,Taurus,Ford,Automatic,Saudi,Semi Full,2012,6.0,166000,30000
2104,Land Cruiser Pickup,Nissan,Manual,Saudi,Full,2016,4.8,50000,85000
2105,H2,Others,Automatic,Saudi,Full,2021,1.5,2800,57000
2106,Elantra,Hyundai,Automatic,Saudi,Standard,2019,1.6,114154,43000
2107,Wrangler,Jeep,Automatic,Saudi,Full,2018,3.6,61300,165000
2108,The 7,BMW,Automatic,Saudi,Full,2015,3.5,110000,105000
2109,FJ,Toyota,Automatic,Saudi,Full,2015,4.0,259880,89000
2110,Camry,Toyota,Automatic,Gulf Arabic,Standard,2017,2.5,107000,50000
2111,Elantra,Hyundai,Automatic,Saudi,Full,2021,1.7,2600,95000
2117,Avalon,Toyota,Automatic,Gulf Arabic,Semi Full,2016,3.5,93000,75000
2118,Sonata,Hyundai,Automatic,Saudi,Standard,2018,2.5,71629,50000
2119,Carnival,Kia,Automatic,Saudi,Standard,2009,3.5,126000,20000
2122,Sonata,Hyundai,Automatic,Gulf Arabic,Full,2016,2.4,38000,63000
2126,Datsun,Nissan,Manual,Saudi,Semi Full,2016,2.4,87300,53500
2129,Expedition,Ford,Automatic,Saudi,Standard,2013,5.4,190000,50000
2130,Senta fe,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,120,57000
2131,Tucson,Hyundai,Automatic,Saudi,Standard,2018,2.0,17002,70500
2133,Sonata,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,155000,35000
2134,Prado,Toyota,Automatic,Saudi,Full,2016,4.0,69900,128000
2135,Yukon,GMC,Automatic,Saudi,Semi Full,2012,5.3,410000,56600
2136,Expedition,Ford,Automatic,Saudi,Semi Full,2014,5.4,184000,52000
2137,Cadenza,Kia,Automatic,Saudi,Semi Full,2020,3.3,17000,95000
2139,Datsun,Nissan,Manual,Saudi,Full,2007,1.6,432000,27000
2140,Charger,Dodge,Automatic,Saudi,Semi Full,2016,3.6,165407,76500
2141,HS,MG,Automatic,Saudi,Full,2020,2.0,12000,80000
2142,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,134000,36000
2143,Suburban,Chevrolet,Automatic,Saudi,Full,2007,5.3,300000,30000
2144,H1,Hyundai,Automatic,Saudi,Standard,2015,2.4,144000,50000
2145,Elantra,Hyundai,Automatic,Saudi,Standard,2019,2.0,70568,51500
2147,Tahoe,Chevrolet,Automatic,Unknown,Semi Full,2008,5.3,247000,42500
2148,Sierra,GMC,Automatic,Saudi,Semi Full,2020,5.3,91000,135000
2149,6,Mazda,Automatic,Saudi,Full,2021,2.5,14500,106000
2150,Expedition,Ford,Automatic,Other,Full,2003,5.4,364800,11000
2152,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,138000,24000
2154,Caprice,Chevrolet,Automatic,Saudi,Full,2011,6.0,200000,46000
2156,LX,Lexus,Automatic,Saudi,Full,2014,5.7,150000,190000
2157,Camry,Toyota,Automatic,Saudi,Full,2019,2.5,97000,90000
2159,Elantra,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,159000,39000
2160,Fusion,Ford,Automatic,Saudi,Semi Full,2015,2.4,178000,30000
2162,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,108000,29000
2164,Expedition,Ford,Automatic,Saudi,Standard,2013,5.4,21700,35000
2167,Innova,Toyota,Automatic,Saudi,Full,2016,2.7,101000,72000
2168,Emgrand,Geely,Automatic,Saudi,Semi Full,2020,1.8,15000,60000
2169,Seltos,Kia,Automatic,Saudi,Standard,2021,1.6,1700,70000
2171,Cerato,Kia,Automatic,Saudi,Standard,2018,1.6,127000,41500
2172,CT6,Cadillac,Automatic,Saudi,Full,2017,3.0,70000,175000
2173,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,77000,139000
2177,Edge,Ford,Automatic,Other,Semi Full,2011,3.5,260,26000
2178,Acadia,GMC,Automatic,Saudi,Semi Full,2011,3.6,253000,20000
2179,Optima,Kia,Automatic,Gulf Arabic,Semi Full,2015,2.4,68245,45000
2180,Camry,Toyota,Automatic,Saudi,Full,2016,4.0,260000,53000
2181,6,Mazda,Automatic,Saudi,Standard,2019,2.5,129000,65000
2183,5,MG,Automatic,Saudi,Standard,2020,1.5,3500,41000
2185,Patrol,Nissan,Automatic,Saudi,Full,2017,6.0,12000,128000
2187,RX8,MG,Automatic,Saudi,Semi Full,2020,2.0,19000,88000
2188,Prado,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,39000,151000
2189,Sentra,Nissan,Automatic,Saudi,Standard,2016,1.6,139000,36000
2190,Sierra,GMC,Automatic,Other,Semi Full,2020,5.3,15800,150000
2191,Furniture,Toyota,Automatic,Saudi,Semi Full,2020,4.0,40000,132000
2193,Pajero,Mitsubishi,Automatic,Saudi,Standard,2015,3.5,135063,52000
2196,Altima,Nissan,Automatic,Saudi,Semi Full,2017,2.5,40000,67000
2197,IS,Lexus,Automatic,Saudi,Semi Full,2008,2.0,400000,22000
2198,Yukon,GMC,Automatic,Saudi,Standard,2012,5.3,177000,75000
2200,Impala,Chevrolet,Automatic,Gulf Arabic,Semi Full,2019,3.6,84000,77000
2204,X,BMW,Automatic,Gulf Arabic,Full,2015,1.6,72000,170000
2210,301,Others,Automatic,Saudi,Standard,2014,1.6,159,12000
2213,Taurus,Ford,Automatic,Other,Semi Full,2019,3.5,108000,97000
2217,Camry,Toyota,Automatic,Saudi,Semi Full,2014,9.0,106000,36000
2218,Suburban,GMC,Automatic,Saudi,Semi Full,2005,5.3,400000,25000
2219,Durango,Dodge,Automatic,Saudi,Full,2012,6.0,284000,33000
2220,Elantra,Hyundai,Automatic,Other,Semi Full,2015,2.0,276000,30000
2221,CX9,Mazda,Automatic,Saudi,Full,2020,2.5,30877,135000
2222,S,Mercedes,Automatic,Gulf Arabic,Full,2012,3.3,85000,110000
2223,Hilux,Toyota,Manual,Saudi,Full,2014,2.7,221000,70000
2225,Tahoe,Chevrolet,Automatic,Other,Full,2003,5.3,488000,13000
2226,Azera,Hyundai,Automatic,Saudi,Full,2015,3.5,215515,42000
2227,Sonata,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,108000,55000
2228,CX9,Mazda,Automatic,Saudi,Semi Full,2015,3.7,221000,48000
2229,IS,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,89000,128000
2230,EC7,Geely,Manual,Saudi,Full,2014,1.8,161300,12000
2231,Corolla,Toyota,Automatic,Saudi,Standard,2020,1.6,81000,55000
2232,Hilux,Toyota,Automatic,Other,Full,2016,2.7,208,77000
2233,City,Honda,Automatic,Gulf Arabic,Standard,2018,1.5,36000,35000
2234,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,147000,29000
2236,Corolla,Toyota,Automatic,Other,Standard,2016,5.8,114,35000
2237,Explorer,Ford,Automatic,Other,Standard,2017,1.4,187000,73500
2238,D-MAX,Isuzu,Manual,Saudi,Standard,2014,2.5,288000,42000
2239,Rio,Kia,Automatic,Saudi,Semi Full,2017,1.4,12000,26500
2240,Ranger,Ford,Manual,Saudi,Semi Full,2015,2.0,219000,45000
2242,Azera,Hyundai,Automatic,Saudi,Standard,2019,3.0,56000,77000
2243,Silverado,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,164000,80000
2245,Challenger,Dodge,Automatic,Saudi,Semi Full,2015,3.6,260,55000
2246,Tucson,Hyundai,Automatic,Saudi,Full,2016,2.0,170000,58000
2247,Q,Others,Automatic,Saudi,Semi Full,2015,2.0,74000,69500
2251,Sierra,GMC,Automatic,Saudi,Standard,2011,6.0,233000,36000
2253,Camry,Toyota,Automatic,Gulf Arabic,Full,2016,2.4,75000,68000
2254,C,Mercedes,Automatic,Other,Full,2016,2.0,120000,114000
2256,Explorer,Ford,Automatic,Gulf Arabic,Standard,2016,3.5,111000,75000
2258,Cadenza,Kia,Automatic,Saudi,Full,2017,3.5,179000,73000
2260,Accent,Hyundai,Manual,Gulf Arabic,Standard,2011,1.5,230000,15000
2261,Senta fe,Hyundai,Automatic,Other,Semi Full,2016,2.0,105000,76000
2264,Charger,Dodge,Automatic,Other,Semi Full,2017,5.7,141000,108000
2265,EC8,Geely,Automatic,Saudi,Full,2012,2.3,200000,11500
2266,A8,Audi,Automatic,Saudi,Full,2013,3.0,134000,85000
2267,Yukon,GMC,Automatic,Saudi,Full,2004,5.3,470000,33000
2268,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,24000,140000
2270,Elantra,Hyundai,Automatic,Saudi,Semi Full,2018,2.0,70000,57000
2271,3008,Others,Automatic,Saudi,Full,2014,1.5,76335,30000
2273,Victoria,Ford,Automatic,Saudi,Semi Full,2012,5.0,318000,35000
2274,Hilux,Toyota,Manual,Saudi,Semi Full,2017,2.7,384000,66000
2275,Focus,Ford,Automatic,Saudi,Standard,2013,1.6,145000,14000
2276,Sportage,Kia,Automatic,Saudi,Standard,2021,1.6,4000,75000
2277,Sonata,Hyundai,Automatic,Saudi,Semi Full,2019,2.4,53000,79000
2280,Cerato,Kia,Automatic,Other,Full,2016,2.0,89000,40000
2286,Taurus,Ford,Automatic,Saudi,Standard,2014,3.5,211886,42000
2287,Suvana,Others,Automatic,Gulf Arabic,Full,2017,2.7,11000,43000
2288,Prius,Toyota,Automatic,Saudi,Standard,2017,1.8,50000,54900
2290,Pajero,Mitsubishi,Automatic,Saudi,Semi Full,2016,3.5,153042,61500
2292,Cayenne,Others,Automatic,Saudi,Full,2009,3.6,277000,42000
2293,Land Cruiser,Toyota,Automatic,Saudi,Semi Full,2003,4.5,335000,51000
2294,Tahoe,Chevrolet,Automatic,Other,Full,2008,2.9,265000,33000
2295,Furniture,Toyota,Automatic,Saudi,Standard,2021,2.7,16444,104500
2297,Altima,Nissan,Automatic,Saudi,Standard,2016,2.5,112915,49000
2298,G80,Genesis,Automatic,Saudi,Semi Full,2019,3.8,84000,120000
2299,H1,Hyundai,Automatic,Saudi,Full,2018,2.4,74000,77000
2301,Elantra,Hyundai,Automatic,Saudi,Full,2016,2.0,150000,47000
2302,Yukon,GMC,Automatic,Saudi,Full,2011,5.3,342000,55000
2303,Furniture,Toyota,Automatic,Saudi,Standard,2021,2.7,3000,100000
2304,Opirus,Kia,Automatic,Saudi,Semi Full,2009,6.0,216000,16000
2305,Yukon,GMC,Automatic,Saudi,Standard,2020,5.3,19348,186500
2306,S,Mercedes,Automatic,Other,Full,2014,3.0,179000,169000
2308,Cerato,Kia,Automatic,Saudi,Standard,2016,1.6,47000,29000
2310,X-Trail,Nissan,Automatic,Saudi,Standard,2006,2.5,238000,13000
2312,Altima,Nissan,Automatic,Saudi,Standard,2017,2.5,90000,39000
2313,FJ,Toyota,Automatic,Saudi,Full,2008,4.0,390000,52000
2319,Odyssey,Honda,Automatic,Saudi,Semi Full,2016,3.5,339000,40000
2320,Yukon,GMC,Automatic,Saudi,Semi Full,2016,5.7,48000,150000
2321,Tahoe,Chevrolet,Automatic,Saudi,Standard,2015,5.3,176332,120000
2322,Sonata,Hyundai,Automatic,Saudi,Full,2015,1.6,380000,35000
2324,Eado,Changan,Automatic,Saudi,Full,2020,1.6,9061,50000
2325,Rav4,Toyota,Automatic,Saudi,Full,2017,2.5,174000,77000
2328,Range Rover,Land Rover,Automatic,Saudi,Full,2006,5.0,300000,25000
2329,EC7,Geely,Automatic,Saudi,Full,2016,1.8,42420,35000
2330,Dokker,Renault,Manual,Saudi,Standard,2019,1.6,78000,28000
2332,Camry,Toyota,Automatic,Saudi,Semi Full,2010,2.5,240000,30000
2333,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,72000,60000
2334,Taurus,Ford,Automatic,Other,Semi Full,2010,3.5,406593,19000
2335,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,314000,46000
2336,The 3,BMW,Automatic,Saudi,Full,2017,1.4,110000,75000
2337,Sierra,GMC,Automatic,Gulf Arabic,Standard,2013,5.3,248000,63000
2338,Patrol,Nissan,Automatic,Saudi,Semi Full,2016,4.0,94000,125000
2339,Expedition,Ford,Automatic,Gulf Arabic,Full,2016,5.4,81000,88000
2340,Pajero,Mitsubishi,Automatic,Saudi,Full,2017,3.5,65400,58000
2341,Accord,Honda,Automatic,Saudi,Semi Full,2018,2.4,119041,70000
2342,Hilux,Toyota,Manual,Gulf Arabic,Standard,2012,2.7,171000,47500
2343,Yukon,GMC,Automatic,Saudi,Full,2010,6.2,256,30000
2346,Accord,Honda,Automatic,Saudi,Full,2012,3.5,300,36000
2347,Suburban,Chevrolet,Automatic,Saudi,Standard,2016,5.3,170000,100000
2348,Optima,Kia,Automatic,Saudi,Semi Full,2015,2.4,359000,32000
2349,Sonata,Hyundai,Automatic,Saudi,Semi Full,2015,2.4,235575,47500
2350,IS,Lexus,Automatic,Saudi,Semi Full,2018,3.5,131000,166000
2352,Altima,Nissan,Automatic,Gulf Arabic,Semi Full,2015,2.5,13000,51000
2353,Eado,Changan,Automatic,Saudi,Standard,2020,1.6,87235,42500
2354,Prado,Toyota,Automatic,Saudi,Semi Full,2016,4.0,201000,108000
